row,timestamp,prediction,score,reasons,bytes_sent_per_sec,bytes_recv_per_sec,total_throughput_bps,outbound_ratio,avg_outbound_packet_size,avg_inbound_packet_size
22,2026-08-25 01:06:42,normal,0.061177836529932694,,3223.608179015482,4105.540558884105,7329.148737899587,0.43983391445529796,1652.5,809.4615384615385
23,2026-08-25 01:06:47,normal,0.11816917849267444,,7317.464103352738,4728.510758447877,12045.974861800616,0.6074613459934561,1514.96,461.77358490566036
24,2026-08-25 01:12:45,normal,0.06352024598887102,,2462.8924211527806,2857.2022748427207,5320.094695995501,0.4629414628665593,1236.1,682.8571428571429
25,2026-08-25 01:12:50,normal,0.08141828504131493,,1886.1713133702474,1078.6780487056758,2964.849362075923,0.6361777895014508,602.9375,250.77272727272728
26,2026-08-25 01:12:55,normal,0.09032893913087398,,3120.3335548267537,1851.7813247502907,4972.114879577044,0.6275666653728215,734.9090909090909,274.14285714285717
27,2026-08-25 01:13:01,normal,0.11991780587883971,,6071.060209622299,3440.828351625751,9511.88856124805,0.6382602330262918,1569.45,444.75
28,2026-08-25 01:13:06,normal,0.10455408926967585,,7958.528875343518,2691.181632764141,10649.710508107659,0.747300019966239,3167.0,464.06666666666666
29,2026-08-25 01:13:11,normal,0.08939864027452815,,7209.479681469808,6228.474166897615,13437.953848367424,0.53650129795212,1550.0416666666667,683.8085106382979
30,2026-08-25 01:13:16,normal,0.05995422089484964,,6022.8852946050865,3886.0706755932238,9908.95597019831,0.6078223894342876,2584.9166666666665,690.1379310344828
31,2026-08-25 01:13:21,normal,0.09573706210554228,,7243.70299003631,4724.01854039983,11967.72153043614,0.6052700149827372,1956.1052631578948,563.6744186046511
32,2026-08-25 01:13:26,normal,0.11577726953634543,,7389.047771611791,4171.208499584992,11560.256271196784,0.6391768139277448,1732.2272727272727,467.67391304347825
33,2026-08-25 01:13:32,normal,0.13460471984992872,,7061.967582228589,3669.4935437262347,10731.461125954824,0.6580620755498712,1461.24,421.8222222222222
34,2026-08-25 01:13:37,normal,0.06173115353775538,,2345.048894717105,2231.7122409886756,4576.76113570578,0.5123817532058019,487.48,429.55555555555554
35,2026-08-25 01:13:42,normal,0.05812841144906927,,6005.9738149587265,20983.070697867493,26989.04451282622,0.22253376965992475,551.3035714285714,1331.6172839506173
36,2026-08-25 01:13:47,normal,0.1209806010270148,,9208.312950716185,6722.5943791332875,15930.907329849473,0.5780155994921096,702.9264705882352,383.4725274725275
37,2026-08-25 01:13:52,normal,0.05509850477455447,,2758.465978055634,4063.6599375430233,6822.125915598657,0.40434111187371313,372.07894736842104,484.3953488372093
38,2026-08-25 01:13:57,anomaly,-0.044401764508227526,Receiving unusually large data packets,4381.41333375085,45926.05577721724,50307.469110968086,0.08709270037191376,417.6111111111111,3151.733333333333
39,2026-08-25 01:14:02,normal,0.07642434847349644,,2901.557773526038,2778.1366214819277,5679.694395007966,0.5108651226158039,789.421052631579,463.258064516129
