row,timestamp,prediction,score,reasons,move_count,click_count,left_click_count,right_click_count,scroll_count,event_rate,path_length,displacement,straightness,speed_mean,speed_std,speed_max,acceleration_mean,acceleration_std,acceleration_max,direction_change_mean,direction_change_std,click_interval_mean,click_interval_std,click_hold_mean,click_hold_std,double_click_count,scroll_abs_total,scroll_abs_mean,scroll_interval_mean,scroll_interval_std
1,2026-07-14 18:50:51,normal,0.11422926993504467,,220,2,2,0,0,56.1077929963982,2341.5753921337105,1261.5882846634238,0.538777563558963,1331.0363737809528,1626.2592084486926,6514.876780495824,23328.158830539265,24965.774537664387,175263.30152526067,12.400402889633998,19.935463773935286,1.4877431392669678,0.0,0.12411606311798096,0.03626525402069092,0,0.0,0.0,0.0,0.0
2,2026-07-14 18:50:55,normal,0.08690977804401417,,423,5,4,1,0,57.0883139012641,4450.2798838748195,451.2493767308715,0.10139797687015871,1309.9038857916858,1541.9642056704554,9785.622041995333,35424.93902857375,189558.2361516943,3872733.3756222497,13.418641276276448,25.33513150740846,1.5562533736228943,0.8469174975168876,0.09276366233825684,0.03850249466319184,0,0.0,0.0,0.0,0.0
3,2026-07-14 18:50:59,normal,0.08660821809305896,,505,6,5,1,0,52.364793661905765,4744.758394006871,491.81500587111003,0.10365438343337442,1169.495017396031,1449.8425884259802,9785.622041995333,32040.80003289401,173672.0772743963,3872733.3756222497,13.517882731589063,24.08469252939149,1.7794260501861572,0.8321300480396541,0.07003259658813477,0.01879532059923905,0,0.0,0.0,0.0,0.0
4,2026-07-14 19:05:32,anomaly,-0.002876360169893011,"Mouse activity is unusually high, Mouse movements are unusually straight, Mouse movements are noticeably slower than normal, Mouse speed is very inconsistent (jerky movements detected)",42,0,0,0,0,105.08628777864209,1395.5344715818956,1225.3836134043902,0.8780747723238735,4241.210425705385,3609.684940544673,11450.061146925182,109804.02608266468,103519.48269038578,524353.0029919232,13.353234507804999,21.1146361605554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2026-07-14 19:05:36,anomaly,-0.1348546139781075,"Mouse movements are noticeably slower than normal, Mouse speed is very inconsistent (jerky movements detected)",287,2,2,0,0,65.66690364393712,3612.801425640591,1633.1396143624709,0.4520424518136633,2032.0561426012366,9518.138896744134,158103.46268768798,981813.4561858254,13902017.965053737,232484827.77634755,13.768791667094629,19.191791535795623,1.4005262851715088,0.0,0.09981000423431396,0.003519415855407715,0,0.0,0.0,0.0,0.0
6,2026-07-21 21:19:11,normal,0.12003486625875126,,155,0,0,0,0,47.959150296300955,646.56840862382,399.59229221795556,0.6180201304119737,515.4418263141316,458.211827962529,1846.9981815561184,13274.504508197584,11398.51441478315,46225.86483392547,9.14151515861002,12.87040492094138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2026-07-21 21:26:02,normal,0.1216571583269444,,102,1,1,0,0,27.597350675285004,464.95008388991465,379.0052770081177,0.8151526156039022,559.1516330396864,741.6775378963879,2649.5460205195163,15216.076020067667,18881.824532401923,109886.73428766153,15.712408859330292,24.25036486850981,0.0,0.0,0.08707261085510254,0.0,0.0,0.0,0.0,0.0,0.0
8,2026-07-21 21:26:11,normal,0.08664254010405914,,292,2,2,0,0,29.600170784981966,1834.5654821660328,549.2631427649228,0.2993968588771328,780.5234191681037,920.9075753993341,4296.003692994447,18884.52169749886,23024.72684659125,193315.20137129282,13.689660103040753,21.058957133858247,7.720072507858276,0.0,0.07903683185577393,0.008035778999328613,0,0.0,0.0,0.0,0.0
9,2026-07-21 21:26:15,normal,0.08112038940286437,,349,3,3,0,7,53.804535144788794,2888.6919866031917,136.56134152826706,0.047274455761152065,1064.4122076744056,1185.1983147446044,6850.802675163826,62421.10199796211,553472.2256738523,9867698.725248745,10.500516228475153,17.32368140604753,1.8594833612442017,1.0037602186203003,0.08225870132446289,0.010328663249241053,0,7.0,1.0,0.11060988903045654,0.19727860710965356
10,2026-07-21 21:26:19,normal,0.0902108352302115,,366,3,3,0,11,38.3004173109701,2455.093311066654,473.33920184155465,0.19279886418488304,860.297592915555,1143.5542998399844,6850.802675163826,57131.46533638081,540605.6245554457,9867698.725248745,12.871065013531007,22.939560747821755,1.8594833612442017,1.0037602186203003,0.08225870132446289,0.010328663249241053,0,11.0,1.0,0.07357802391052246,0.15949175868744928
11,2026-07-21 21:26:23,normal,0.13348989909938097,,276,1,1,0,11,29.49020787836006,1839.2529786796554,133.06013678032951,0.07234466292714632,818.7058020892827,1306.8035139458223,5079.532305790165,17603.69390250953,24313.41624061124,138585.52891043382,12.875781129035097,28.039890856995143,0.0,0.0,0.0959479808807373,0.0,0.0,11.0,1.0,0.07357802391052246,0.15949175868744928
12,2026-07-21 21:26:27,normal,0.11240068878183263,,316,2,2,0,0,32.33589580331656,1266.9874375779382,772.7871634544663,0.6099406675505641,486.8710152821401,863.8750316456657,5079.532305790165,13807.091822310853,19275.2227239446,134765.45070429117,14.82018573491765,27.806780330529733,1.23170804977417,0.0,0.10000491142272949,0.019995689392089844,0,0.0,0.0,0.0,0.0
13,2026-07-21 21:26:31,normal,0.10044710085564706,,490,5,5,0,0,50.03842443404607,3409.9527359137896,137.78606605894515,0.040407031044089124,866.7652782472148,1044.2874241096636,5079.532305790165,19050.811784165027,21705.921113480308,171770.38710797994,9.214574034030658,19.04712484844239,1.6480097770690918,0.6822829057391091,0.07513689994812012,0.028416653117834954,0,0.0,0.0,0.0,0.0
